# ==============================================================================
# List	of	protein-ligand	known
# 17679	protein-ligand	complexes	sorted
# Latest	update:	Dec
# PDB code,	-logKd/Ki,	Kd/Ki,	name
# ==============================================================================
4i1c	8.10	IC50=0.008uM	(1BE)
4i9i	8.10	IC50=0.008uM	(1DY)
4jq8	8.10	IC50=8nM	(KJ8)
4nwm	8.10	IC50=8nM	(2P5)
4oq3	8.10	IC50=8nM	(2V8)
4p10	8.10	IC50=8nM	(2B8)
4pms	8.10	Kd=7.9nM	(31X)
4poj	8.10	Kd=8nM	(2VP)
4r74	8.10	Kd=8nM	(F6P)
4rwl	8.10	Kd=8nM	(3ZC)
4ryg	8.10	IC50=0.008uM	(3ZJ)
4u44	8.10	IC50=8nM	(3D9)
4wf2	8.10	Kd=8.03nM	(BTX)
4wht	8.10	Kd=7.9nM	(12-mer)
4why	8.10	Kd=7.9nM	(12-mer)
4wke	8.10	Kd=8nM	(3PU)
4wnp	8.10	IC50=8nM	(3RJ)
4xy2	8.10	IC50=8nM	(490)
4zxx	8.10	Ki=8nM	(4T0)
4zyi	8.10	IC50=0.008uM	(4TH)
5a6b	8.10	Ki=7.9nM	(OAN)
5ar8	8.10	IC50=7.9nM	(XYW)
5ax9	8.10	IC50=8nM	(4KT)
5ei8	8.10	IC50=0.008uM	(5OE)
5enk	8.10	IC50=8nM	(5QV)
5i3x	8.10	Kd=8nM	(68J)
5jyy	8.10	IC50=8nM	(6PY)
5lck	8.10	IC50=0.008uM	(6TT)
5m7u	8.10	Ki=8nM	(XHA)
5ml8	8.10	Kd=8nM	(V98)
5mqv	8.10	IC50=8nM	(D5Q)
5q0m	8.10	IC50=0.0079uM	(9L1)
5t2g	8.10	IC50=7.9nM	(74K)
5tzc	8.10	IC50=0.008uM	(7OJ)
5ug9	8.10	Ki=8nM	(8AM)
5w4w	8.10	IC50=8nM	(9WG)
5w5o	8.10	IC50=0.008uM	(9XA)
5wg3	8.10	IC50=0.008uM	(AFM)
5xyz	8.10	IC50=0.008uM	(GYL)
6e0q	8.10	IC50=8.0nM	(HKD)
6eyz	8.10	IC50=7.94nM	(C5W)
6ffi	8.10	IC50=8nM	(D8B)
6g9m	8.10	IC50=7.9nM	(ESW)
6gwr	8.10	Kd=7.9nM	(FEW)
6ma1	8.10	Kd=0.008uM	(JA4)
6ma5	8.10	Kd=0.008uM	(J9V)
6mu1	8.10	IC50=7.9nM	(JYP)
1err	8.11	IC50=7.7nM	(RAL)
1ndz	8.11	Ki=7.7nM	(FR5)
1nvr	8.11	Ki=7.8nM	(STU)
2jko	8.11	IC50=7.7nM	(BIJ)
2jkq	8.11	IC50=7.7nM	(VG8)
2pq9	8.11	Ki=7.8nM	(GG9)
2znu	8.11	Ki=7.7nM	(NDZ)
3fv2	8.11	Ki=7.7nM	(NDZ)
3vry	8.11	IC50=7.7nM	(B43)
3vye	8.11	IC50=7.7nM	(VYE)
4aze	8.11	Kd=7.8nM	(3RA)
4cp7	8.11	Ki=7.8nM	(9MW)
4ge4	8.11	Ki=7.7nM	(0KE)
4p6g	8.11	IC50=7.70nM	(2FZ)
4puz	8.11	IC50=7.7nM	(CG9)
4v01	8.11	Kd=7.7nM	(0LI)
4v04	8.11	Kd=7.7nM	(0LI)
4z1j	8.11	Ki=7.7nM	(4KC)
4z7i	8.11	IC50=7.7nM	(10-mer)
5ea4	8.11	Kd=7.8nM	(5NM)
5lhi	8.11	IC50=7.8nM	(6X5)
5wad	8.11	Ki=7.8nM	(QQZ)
6cnj	8.11	Kd=7.7nM	(NCT)
6h38	8.11	Ki=7.8nM	(FKK)
1o5r	8.12	Ki=7.5nM	(FR9)
2k2g	8.12	Kd=7.5nM	(DSV)
2yi0	8.12	Kd=7.5nM	(YI0)
3hiv	8.12	Ki=7.5nM	(TXN)
3rwc	8.12	IC50=7.6nM	(9-mer)
3upx	8.12	Ki=7.5nM	(B6A)
4li8	8.12	IC50=7.5nM	(1XQ)
4ngs	8.12	Ki=7.6nM	(J34)
6d1l	8.12	Ki=7.6nM	(FQV)
6dil	8.12	Ki=7.6nM	(TPV)
6dj2	8.12	Ki=7.6nM	(AB1)
2yk1	8.13	Kd=7.4nM	(NCT)
3dng	8.13	IC50=7.4nM	(AXA)
3oev	8.13	IC50=7.4nM	(3OE)
3q3k	8.13	IC50=7.4nM	(D90)
4pop	8.13	Kd=7.44nM	(2VY)
4qfr	8.13	Kd=7.4nM	(32J)
4ud7	8.13	Kd=7.4nM	(16-mer)
5alc	8.13	Kd=7.4nM	(TIQ)
5kww	8.13	Kd=7.4nM	(6YA)
1g35	8.14	Ki=7.3nM	(AHF)
1yqj	8.14	Ki=7.3nM	(6NP)
3b4f	8.14	Ki=7.2nM	(TUO)
3ljz	8.14	Ki=7.3nM	(LA3)
3lxg	8.14	IC50=7.28nM	(Z73)
3odu	8.14	Ki=7.3nM	(ITD)
3oe8	8.14	Ki=7.3nM	(ITD)
3ryx	8.14	Kd=7.3nM	(RYX)
4buq	8.14	Kd=7.3nM	(KGM)
4isi	8.14	Ki=7.3nM	(1GG)
4jt9	8.14	IC50=0.0072uM	(1NS)
4q07	8.14	Kd=7.3nM	(V14)
4rlp	8.14	IC50=7.3nM	(72B)
4zy1	8.14	Ki=0.0072uM	(4U5)
5jk3	8.14	IC50=7.3nM	(6L4)
5kup	8.14	IC50=7.2nM	(6XL)
5xms	8.14	IC50=7.3nM	(8B3)
6dj5	8.14	Ki=7.2nM	(G52)
6duf	8.14	IC50=7.3nM	(K5C)
6g1w	8.14	IC50=7.18nM	(E0Z)
1aq1	8.15	IC50=7nM	(STU)
1fkh	8.15	Ki=7nM	(SBX)
1g27	8.15	IC50=7nM	(BB1)
1ikx	8.15	IC50=7.0nM	(PNU)
1jlq	8.15	IC50=0.007uM	(SBN)
1pfy	8.15	IC50=7nM	(MSP)
1pmn	8.15	IC50=7.1nM	(984)
1tfz	8.15	IC50=7nM	(869)
1tt1	8.15	IC50=0.007uM	(KAI)
1u9x	8.15	IC50=7nM	(IHJ)
1w5v	8.15	Ki=7.1nM	(BE3)
2ayp	8.15	IC50=7nM	(43A)
2bed	8.15	IC50=0.007uM	(736)
2bkz	8.15	IC50=7nM	(SBC)
2d1n	8.15	Ki=7nM	(FA4)
2fm2	8.15	Ki=7nM	(3BC)
2fxu	8.15	Kd=7nM	(BID)
2jf4	8.15	Kd=7nM	(VDM)
2q1q	8.15	Ki=7nM	(OSP)
2wxi	8.15	IC50=7nM	(S30)
2ydk	8.15	IC50=7nM	(YDK)
2ywp	8.15	IC50=7nM	(A42)
2zof	8.15	IC50=7nM	(BES)
3bea	8.15	IC50=0.007uM	(IXH)
3bu1	8.15	Kd=7.1nM	(HSM)
3byo	8.15	IC50=7nM	(AM9)
3d8w	8.15	Ki=7.0nM	(D8W)
3dz5	8.15	IC50=7nM	(M8M)
3faa	8.15	Ki=7.1nM	(55F)
3frz	8.15	IC50=7nM	(AG0)
3g0b	8.15	IC50=7nM	(T22)
3h0e	8.15	IC50=7nM	(H0E)
3i1y	8.15	IC50=7nM	(33N)
3i4b	8.15	Ki=7nM	(Z48)
3kb7	8.15	IC50=7nM	(071)
3l54	8.15	IC50=7nM	(LXX)
3nw6	8.15	IC50=7nM	(LGW)
3nww	8.15	IC50=7nM	(3NW)
3nxq	8.15	Ki=7nM	(RX4)
3oaw	8.15	Ki=7nM	(OAW)
3r4o	8.15	Ki=7nM	(FU3)
3rtp	8.15	IC50=7nM	(34I)
3v5l	8.15	IC50=7.0nM	(0G1)
4alv	8.15	IC50=7nM	(R9P)
4bcf	8.15	Ki=7nM	(T6Q)
4bcg	8.15	Ki=7nM	(T3C)
4dbn	8.15	IC50=7.0nM	(0JA)
4e4x	8.15	IC50=7nM	(T1Q)
4eo8	8.15	Kd=7nM	(0S3)
4erw	8.15	IC50=7nM	(STU)
4ge7	8.15	Ki=7.1nM	(0K5)
4jr5	8.15	IC50=0.007uM	(1LS)
4jze	8.15	IC50=7nM	(1NK)
4kip	8.15	IC50=7nM	(1R9)
4l33	8.15	IC50=7nM	(F70)
4loo	8.15	Kd=7nM	(SB4)
4lop	8.15	Kd=0.007uM	(SB4)
4loq	8.15	Kd=0.007uM	(SB4)
4lxb	8.15	IC50=7nM	(7R9)
4ly9	8.15	Kd=7nM	(1YY)
4mbi	8.15	IC50=7nM	(26K)
4n5t	8.15	Ki=7nM	(15-mer)
4ona	8.15	IC50=7nM	(UW1)
4op3	8.15	IC50=7nM	(2UY)
4qiz	8.15	Kd=7.1nM	(WWX)
4qt1	8.15	IC50=7nM	(3C9)
4ufe	8.15	Ki=7nM	(3ZD)
4ufg	8.15	Ki=7nM	(D6J)
4ufy	8.15	IC50=7nM	(M3W)
4uwf	8.15	IC50=7nM	(EUT)
4uwg	8.15	IC50=7nM	(RBQ)
4ycl	8.15	Kd=7nM	(CZA)
4yl3	8.15	IC50=0.007uM	(4U9)
4ytf	8.15	Ki=0.007uM	(4HZ)
4zyx	8.15	Ki=7nM	(3YB)
5brz	8.15	Kd=7.1nM	(9-mer)
5h2u	8.15	IC50=7nM	(1N1)
5hmh	8.15	IC50=0.007uM	(62R)
5jxq	8.15	Ki=7nM	(6OK)
5k00	8.15	IC50=7nM	(6PV)
5kez	8.15	Ki=7nM	(11-mer)
5o4y	8.15	IC50=7nM	(16-mer)
5tkd	8.15	IC50=0.007uM	(7GL)
5tkj	8.15	Kd=7.15nM	(8-mer)
5u4x	8.15	Kd=7.1nM	(7VM)
5u7k	8.15	IC50=7.1nM	(7Y1)
5v1y	8.15	Ki=7.1nM	(16-mer)
5vo1	8.15	Ki=0.007uM	(9FS)
6ba7	8.15	IC50=0.007uM	(D1Y)
6cvw	8.15	Ki=7.1nM	(FH1)
6dcg	8.15	IC50=7nM	(G67)
6fod	8.15	IC50=7.11nM	(E05)
6fyl	8.15	IC50=7nM	(3NG)
6fzx	8.15	IC50=7.0nM	(EEK)
6g33	8.15	Kd~7nM	(5ID)
1c8l	8.16	IC50=6.9nM	(BIN)
3g08	8.16	Kd=6.843nM	(FEE)
3w2s	8.16	IC50=6.9nM	(W2R)
4elg	8.16	Ki=6.9nM	(52I/52J)
4zud	8.16	Kd=6.9nM	(OLM)
5myx	8.16	Kd=6.85nM	(16-mer)
2g63	8.17	Ki=6.7nM	(AAF)
3hac	8.17	IC50=6.7nM	(361)
3krd	8.17	Ki=6.8nM	(FEB)
3kwf	8.17	IC50=6.8nM	(B1Q)
3rz8	8.17	Kd=6.7nM	(RZ8)
3zim	8.17	IC50=6.8nM	(KKR)
4aac	8.17	IC50=6.7nM	(AAV)
4ayy	8.17	Ki=6.7nM	(9MX)
4k5y	8.17	Kd=6.7nM	(1Q5)
4mxc	8.17	IC50=6.7nM	(DWF)
4q09	8.17	Kd=6.7nM	(V14)
4q1e	8.17	Ki=6.8nM	(2Y7/2Y8)
4qjm	8.17	Kd=6.7nM	(V1F)
4xct	8.17	IC50=6.7nM	(N73)
4z0q	8.17	Ki=6.8nM	(4K9)
5eqq	8.17	Kd=6.7nM	(5RS)
5f62	8.17	Kd=6.8nM	(5W1)
5lhh	8.17	IC50=6.7nM	(6X0)
5owt	8.17	IC50=6.7nM	(F37)
6fjf	8.17	Kd=6.8nM	(DKE)
1dwd	8.18	Ki=6.6nM	(MID)
2f80	8.18	Ki=6.6nM	(017)
2iiv	8.18	IC50=6.6nM	(565)
2pj3	8.18	IC50=6.6nM	(86A)
3ixk	8.18	IC50=6.6nM	(929)
3l3n	8.18	Ki=6.6nM	(LSW)
3oe9	8.18	Ki=6.6nM	(ITD)
3wzj	8.18	IC50=6.6nM	(O43)
4anb	8.18	IC50=6.6nM	(YQY)
4kbk	8.18	IC50=6.6nM	(1QG)
4qlq	8.18	IC50=6.6nM	(38N)
1epq	8.19	Ki=6.5nM	(0QF)
1oky	8.19	IC50=6.5nM	(STU)
1p03	8.19	Ki=6.4nM	(5-mer)
1w6j	8.19	IC50=6.5nM	(R71)
2h5d	8.19	Ki=6.4nM	(5-mer)
2h65	8.19	Ki=6.5nM	(6-mer)
2r59	8.19	Ki=6.5nM	(PH0)
2wtw	8.19	Kd=6.5nM	(ZZL)
2yj8	8.19	IC50=0.0065uM	(YJ8)
2zir	8.19	IC50=6.4nM	(NH7)
3blr	8.19	Kd=6.4nM	(CPB)
3c5u	8.19	IC50=6.4nM	(P41)
3g6h	8.19	IC50=6.4nM	(G6H)
3hit	8.19	Ki=6.4nM	(DYN)
3hpt	8.19	Ki=6.5nM	(YET)
3roc	8.19	Ki=6.4nM	(29A)
4mc2	8.19	Ki=6.4nM	(525)
5a8x	8.19	IC50=6.5nM	(IUY)
5aa9	8.19	Ki=6.4nM	(5P8)
5acy	8.19	Kd=6.4nM	(9S3)
5fl5	8.19	Ki=6.4nM	(82E)
5m25	8.19	Ki=6.50nM	(7DU)
5n1z	8.19	Kd=0.0065uM	(8GQ)
5tco	8.19	Kd=6.46nM	(79Q)
5yc8	8.19	Kd=6.4nM	(3C0)
5zkc	8.19	Kd=6.4nM	(3C0)
6ayq	8.19	Ki=6.5nM	(TDI)
1ek2	8.20	Ki=6.3nM	(CDU)
1owd	8.20	Ki=6.3nM	(497)
1sqp	8.20	IC50=6.3nM	(MYX)
2jds	8.20	Ki=6.3nM	(L20)
2jdv	8.20	Ki=6.3nM	(L20)
2jjr	8.20	IC50=6.28nM	(TAM)
2jkk	8.20	IC50=6.24nM	(BI9)
2pqj	8.20	Kd=6.33nM	(ADE)
3cjf	8.20	IC50=6.3nM	(SAV)
3dcr	8.20	IC50=6.3nM	(KVS)
3k23	8.20	IC50=6.3nM	(JZN)
3qd4	8.20	IC50=6.31nM	(3Q6)
4abi	8.20	Ki=6.3nM	(13-mer)
4bhn	8.20	IC50=6.31nM	(BH9)
4ezk	8.20	IC50=6.3nM	(0SD)
4gg7	8.20	Ki=6.3nM	(0J8)
4jr0	8.20	Kd=6.3nM	(6-mer)
5exm	8.20	Ki=6.3nM	(5ST)
5nob	8.20	IC50=0.0063uM	(92T)
5t2l	8.20	IC50=6.3nM	(74H)
5uor	8.20	IC50=6.31nM	(8GV)
5xxk	8.20	Kd=6.337nM	(12-mer)
5zo8	8.20	Kd=6.3nM	(4C5)
5zo9	8.20	Kd=6.3nM	(4C5)
6d1m	8.20	Ki=6.3nM	(FQY)
6q74	8.20	IC50=6.3nM	(HKN)
1o0d	8.21	IC50=6.2nM	(163)
1onh	8.21	IC50=6.2nM	(WY4)
2e9n	8.21	IC50=6.2nM	(76A)
2ff1	8.21	Ki=6.2nM	(IMH)
2ff2	8.21	Ki=6.2nM	(IMH)
3u6j	8.21	IC50=6.2nM	(03X)
3up7	8.21	IC50=6.1nM	(0C9)
3vhe	8.21	IC50=6.2nM	(42Q)
4hiq	8.21	Kd=6.2nM	(16V)
4hyu	8.21	IC50=6.2nM	(1BK)
4ixh	8.21	IC50=6.1nM	(Q21)
4m6q	8.21	IC50=6.1nM	(20T)
4x5p	8.21	Kd=6.2nM	(3XJ)
5c4o	8.21	IC50=6.1nM	(4F1)
5fto	8.21	Ki=6.2nM	(YMX)
5hhx	8.21	Kd=6.16nM	(16-mer)
5ivs	8.21	IC50=6.1nM	(6EF)
5uvc	8.21	IC50=6.1nM	(8PV)
6d6t	8.21	Kd=6.1nM	(FYP)
6d6u	8.21	Kd=6.1nM	(FYP)
1ao8	8.22	IC50=6nM	(MTX)
1dth	8.22	IC50=6nM	(BAT)
1dtq	8.22	IC50=6nM	(FPT)
1efy	8.22	Ki=6nM	(BZC)
1em6	8.22	IC50=6nM	(CP4)
1ets	8.22	Ki=6nM	(MID)
1h1d	8.22	Ki=6.0nM	(BIA)
1h1s	8.22	Ki=6nM	(4SP)
1jr1	8.22	Ki=6nM	(MOA)
1pl0	8.22	Ki=6nM	(BW2)
1rt2	8.22	IC50=6nM	(TNK)
1sje	8.22	Kd=6nM	(16-mer)
1u9v	8.22	IC50=6nM	(IHE)
1w11	8.22	Ki=6nM	(SK1)
2az8	8.22	IC50=6nM	(3TL)
2c6o	8.22	Ki=6nM	(4SP)
2cbs	8.22	IC50=6nM	(R13)
2cji	8.22	Ki=6nM	(GSK)
2ow2	8.22	IC50=6nM	(8MR)
2qzx	8.22	IC50=6nM	(6-mer)
2v16	8.22	IC50=6nM	(C47)
2vvv	8.22	Ki=6nM	(H21)
2zcs	8.22	Ki=6nM	(B70)
3bym	8.22	IC50=6nM	(AM0)
3d1y	8.22	Ki=6nM	(ROC)
3d9v	8.22	Ki=6nM	(H52)
3h0y	8.22	IC50=6nM	(48B)
3hhk	8.22	IC50=6nM	(77Z)
3i28	8.22	IC50=6nM	(34N)
3l3m	8.22	Ki=6nM	(A92)
3le9	8.22	Ki=6nM	(727)
3nan	8.22	Kd=6nM	(HZ1)
3pup	8.22	IC50=6nM	(OS1)
3pz4	8.22	IC50=6nM	(3PZ)
3q77	8.22	IC50=6nM	(2HY)
3tti	8.22	IC50=6nM	(KBI)
3u2q	8.22	Kd=6nM	(12-mer)
3upi	8.22	IC50=6nM	(0C2)
3v5t	8.22	Ki=6nM	(UW9)
3whw	8.22	IC50=6nM	(RUX)
3zbx	8.22	Ki=6nM	(6XE)
4a7c	8.22	IC50=0.006uM	(E46)
4bci	8.22	Ki=6nM	(T3E)
4bs4	8.22	IC50=6nM	(A64)
4bs5	8.22	IC50=6nM	(MG2)
4c4g	8.22	IC50=0.006uM	(7RO)
4c4h	8.22	IC50=6nM	(7RO)
4deg	8.22	IC50=6nM	(0JJ)
4e20	8.22	IC50=6nM	(0MY)
4gtt	8.22	IC50=6nM	(7TQ)
4h3g	8.22	Ki=6nM	(10Q)
4hym	8.22	Ki=6nM	(CJC)
4i7c	8.22	IC50=0.006uM	(14-mer)
4j9a	8.22	Kd<6nM	(DOG)
4kba	8.22	IC50=6.0nM	(1QM)
4kju	8.22	IC50=6nM	(1RH)
4lko	8.22	Ki=6.0nM	(1WH)
4lwv	8.22	IC50=6nM	(20W)
4otf	8.22	IC50=0.006uM	(2VL)
4pdk	8.22	Kd=6nM	(3VV)
4qyo	8.22	Kd=6nM	(11-mer)
4r3s	8.22	Kd=6nM	(15-mer)
4u0i	8.22	IC50=6nM	(0LI)
4x7n	8.22	IC50=6nM	(3Z5)
4xcu	8.22	Kd=6nM	(40M)
4xh2	8.22	Kd=6nM	(18-mer)
4yl0	8.22	IC50=0.006uM	(4DZ)
4ylj	8.22	IC50=0.006uM	(4E1)
5alz	8.22	IC50=0.006uM	(XQ9)
5amg	8.22	Ki=6.0nM	(IW7)
5csx	8.22	Kd=6nM	(54J)
5fck	8.22	Kd=0.006uM	(5WC)
5h3q	8.22	IC50=6nM	(7HF)
5hor	8.22	IC50=6nM	(63K)
5j6d	8.22	IC50=6nM	(6H5)
5k0s	8.22	IC50=0.006uM	(0OU)
5k8s	8.22	Kd=6nM	(CMP)
5kya	8.22	Ki=6nM	(6Y4)
5l6o	8.22	IC50=6nM	(6P6)
5lgo	8.22	IC50=0.006uM	(6VZ)
5m0m	8.22	Ki=6nM	(7CF)
5n2d	8.22	IC50~6nM	(8J8)
5nb7	8.22	IC50=0.006uM	(8NQ)
5qcn	8.22	Ki=6nM	(BVM)
5ul6	8.22	Kd=0.006uM	(15-mer)
5w8v	8.22	Ki=6nM	(9YP)
6atv	8.22	Kd=6.0nM	(15-mer)
6ax4	8.22	IC50=6nM	(5-mer)
6ckc	8.22	Kd=6nM	(F5J)
6ffn	8.22	IC50=0.006uM	(D8K)
6fni	8.22	Kd=6nM	(DXH)
6m9f	8.22	Ki=6nM	(4-mer)
1ero	8.23	Ki=5.9nM	(BJP)
2w1f	8.23	IC50=5.9nM	(L0F)
3e5a	8.23	Ki=5.9nM	(VX6)
3f16	8.23	Kd=5.91nM	(HS3)
3qbn	8.23	IC50=5.9nM	(E9Z)
4kfq	8.23	Kd=5.86nM	(KFQ)
4ptg	8.23	IC50=5.9nM	(2WG)
4z1n	8.23	Ki=5.89nM	(4KD)
5ahj	8.23	IC50=5.9nM	(7IM)
1eve	8.24	IC50=5.7nM	(E20)
1jd0	8.24	Ki=5.7nM	(AZM)
1ke6	8.24	IC50=5.7nM	(LS2)
1nmk	8.24	IC50=5.7nM	(SFM)
1npv	8.24	IC50=5.7nM	(L27)
1u9e	8.24	IC50=5.7nM	(397)
1ydb	8.24	Kd=5.8nM	(AZM)
2gde	8.24	IC50=5.7nM	(SN3)
3g4l	8.24	IC50=5.8nM	(ROF)
3hll	8.24	Ki=5.8nM	(I45)
4hmq	8.24	Kd=5.8nM	(FCE)
4rfc	8.24	Ki=5.7nM	(3O1)
4x6m	8.24	Ki=5.8nM	(3Y3)
4z1e	8.24	Ki=5.7nM	(DF5)
5a4c	8.24	Kd=5.7nM	(XOJ)
5jog	8.24	IC50=0.0058uM	(6LT)
6b5q	8.24	Kd=5.7nM	(5-mer)
6g34	8.24	Kd=5.7nM	(5ID)
1auj	8.25	Ki=5.6nM	(PPB)
1c1u	8.25	Ki=0.0056uM	(BAI)
1g4o	8.25	Kd=5.6nM	(BSB)
1nvq	8.25	Ki=5.6nM	(UCN)
2h5e	8.25	Kd=5.6nM	(GDP)
2pbw	8.25	Ki=5.56nM	(DOQ)
3ug2	8.25	Kd=5.6nM	(IRE)
3vjl	8.25	IC50=5.6nM	(W94)
6bw5	8.25	Kd=5.6nM	(TUM)
6cpw	8.25	Kd=5.6nM	(F8V)
6et8	8.25	Kd=5.6nM	(BWH)
6f6r	8.25	IC50=5.6nM	(CVE)
1iky	8.26	IC50=5.5nM	(MSD)
2chm	8.26	IC50=5.5nM	(3P4)
2e2r	8.26	Kd=5.5nM	(2OH)
3cen	8.26	Ki=5.5nM	(FXA)
3dpo	8.26	Kd=5.5nM	(11-mer)
3wc7	8.26	IC50=5.5nM	(EF1)
4di2	8.26	IC50=5.5nM	(0K9)
4uvy	8.26	IC50=5.5nM	(SGW)
5ap0	8.26	IC50=5.5nM	(AU5)
5j86	8.26	Kd=5.5nM	(6GW)
6gzm	8.26	Kd=5.5nM	(LCI)
1clu	8.27	Kd=5.4nM	(DBG)
1wuq	8.27	Ki=0.0054uM	(8GT)
2cbj	8.27	Ki=5.4nM	(OAN)
3hek	8.27	Ki=5.4nM	(BD0)
3tdc	8.27	IC50=5.4nM	(0EU)
4cps	8.27	Ki=5.4nM	(1T8)
4djy	8.27	Ki=5.4nM	(0KR)
4eb9	8.27	IC50=5.4nM	(0O6)
4l1a	8.27	IC50=5.39nM	(AB1)
4lp6	8.27	Kd=5.36nM	(Q4I)
4xv2	8.27	IC50=0.0054uM	(P06)
5nhj	8.27	IC50=0.0054uM	(8XE)
6anl	8.27	IC50=5.4nM	(T75)
6dug	8.27	IC50=5.4nM	(K5C)
6gzh	8.27	Kd=5.4nM	(LCI)
3l17	8.28	IC50=5.2nM	(JZY)
3nw7	8.28	IC50=5.3nM	(LGV)
3o95	8.28	IC50=5.3nM	(01T)
3tt4	8.28	Ki=5.3nM	(E1S)
4j3d	8.28	IC50=5.3nM	(1JS)
4mha	8.28	IC50=0.0052uM	(4MH)
4oc2	8.28	Ki=5.3nM	(2QQ)
4oc3	8.28	Ki=5.3nM	(2QP)
4pov	8.28	Kd=5.21nM	(2VY)
5cei	8.28	IC50=5.3nM	(50R)
5gnk	8.28	IC50=5.3nM	(80U)
5kzq	8.28	Ki=5.3nM	(6YS)
5ne1	8.28	IC50=5.25nM	(OK3)
5tkk	8.28	Kd=5.29nM	(8-mer)
5v2q	8.28	Kd=5.2nM	(19-mer)
1a28	8.29	Ki=5.1nM	(STR)
2a4w	8.29	Kd=5.1nM	(BLM)
4bj8	8.29	Kd=5.13nM	(BTN)
4wn1	8.29	IC50=5.1nM	(3SJ)
5j8i	8.29	IC50=5.1nM	(6H4)
5uey	8.29	Ki=5.1nM	(88M)
5v2p	8.29	Kd=5.1nM	(19-mer)
6ayo	8.29	Ki=5.1nM	(C1Y)
1b6l	8.30	Ki=5nM	(PI4)
1bzf	8.30	Kd=5nM	(TMQ)
1dtt	8.30	IC50=5nM	(FTC)
1hv5	8.30	Ki=5nM	(RXP)
1lqf	8.30	IC50=5nM	(BGD)
1okz	8.30	IC50=5nM	(UCN)
1q6t	8.30	IC50=5nM	(600)
1qbq	8.30	Ki=5nM	(HFP)
1rej	8.30	Ki=5nM	(B1L)
1rww	8.30	Ki=5nM	(OQB)
1s17	8.30	IC50<5nM	(GNR)
1sve	8.30	IC50=5nM	(I01)
1tft	8.30	Kd=0.005uM	(997)
1tom	8.30	Ki=5nM	(MIN)
1u3r	8.30	IC50=5nM	(338)
1uv5	8.30	IC50=0.005uM	(BRW)
1yt9	8.30	IC50=0.005uM	(OIS)
1zzl	8.30	IC50=5.0nM	(TZY)
2aeb	8.30	Kd=5nM	(ABH)
2cen	8.30	Ki=5nM	(4AH)
2gv2	8.30	IC50=5nM	(9-mer)
2hrp	8.30	Kd=5nM	(10-mer)
2imd	8.30	Kd=5nM	(GSH)
2iqg	8.30	IC50=5nM	(F2I)
2nv7	8.30	IC50=5nM	(555)
2pe1	8.30	IC50=5nM	(517)
2pll	8.30	Kd=5nM	(ABH)
2pvk	8.30	Ki=5nM	(P45)
2qmd	8.30	IC50=5nM	(CS7)
2rd6	8.30	Ki=5nM	(78P)
2rfn	8.30	IC50=5nM	(AM7)
2rku	8.30	IC50=5.0nM	(R78)
2v7a	8.30	Kd=0.005uM	(627)
2v95	8.30	Kd=5.0nM	(HCY)
2x81	8.30	IC50=5nM	(ZZL)
2ydj	8.30	IC50=5nM	(YDJ)
2yoj	8.30	IC50=5nM	(8Y6)
3atu	8.30	Kd=5.00nM	(ADP)
3bc5	8.30	IC50=5nM	(ZAA)
3bjm	8.30	Kd=5nM	(BJM)
3cid	8.30	IC50=5nM	(318)
3d20	8.30	Ki=5nM	(017)
3fqe	8.30	Ki=5nM	(P5C)
3fyj	8.30	IC50=5nM	(B97)
3g0d	8.30	IC50=5nM	(XIH)
3g0g	8.30	IC50=5nM	(RUM)
3g86	8.30	IC50=5nM	(T18)
3gjw	8.30	Ki=5nM	(GJW)
3gn7	8.30	Ki=5nM	(3GN)
3h5s	8.30	IC50=5nM	(H5S)
3h98	8.30	IC50=5nM	(B5P)
3hku	8.30	Ki=5nM	(TOR)
3hvi	8.30	Ki=5nM	(619)
3jy0	8.30	Ki=5nM	(LYG)
3lxl	8.30	IC50=5nM	(IZA)
3ly2	8.30	IC50=5nM	(Z72)
3ocb	8.30	IC50=5nM	(XM1)
3oct	8.30	IC50=5nM	(1N1)
3ot3	8.30	IC50=5nM	(22K)
3rvg	8.30	IC50=5nM	(17P)
3skf	8.30	IC50=5nM	(PB7)
3tyq	8.30	IC50=5nM	(HI4)
3zps	8.30	Ki=5.0nM	(EQM)
4afg	8.30	Ki=5nM	(QMR)
4az3	8.30	IC50=0.005uM	(S35)
4bea	8.30	Kd=5.0nM	(13-mer)
4cpa	8.30	Kd=5nM	(GLY)
4cwr	8.30	Ki=0.005uM	(HAJ)
4dus	8.30	IC50=5.0nM	(0MP)
4ejn	8.30	IC50=5nM	(0R4)
4elb	8.30	Ki=5.0nM	(34R/34S)
4emv	8.30	IC50=0.005uM	(0R9)
4fob	8.30	IC50=5nM	(0US)
4gfn	8.30	Ki=5nM	(SUY)
4gtq	8.30	IC50<5nM	(7TQ)
4gtr	8.30	IC50<5nM	(7TR)
4hgs	8.30	IC50=5nM	(15G)
4i6f	8.30	IC50=5nM	(1C7)
4i6h	8.30	IC50=5nM	(1C8)
4jps	8.30	IC50=0.005uM	(1LT)
4jzd	8.30	IC50=5nM	(1NJ)
4kcg	8.30	IC50=5nM	(1QC)
4l4l	8.30	IC50=0.005uM	(1XC)
4lwu	8.30	IC50=0.005uM	(20U)
4n1u	8.30	IC50=5.0nM	(2GE)
4nus	8.30	IC50=5nM	(2NK)
